190489,A_SUBMITTED,1,2011/12/01 14:57:51.423
190489,A_PARTLYSUBMITTED,1,2011/12/01 14:57:51.778
190489,A_DECLINED,42,2011/12/01 15:37:32.849
190489,W_Afhandelenleads,42,2011/12/01 15:37:36.128
198499,A_SUBMITTED,1,2012/01/06 01:34:55.050
198499,A_PARTLYSUBMITTED,1,2012/01/06 01:34:55.285
198499,A_DECLINED,1,2012/01/06 01:35:31.324
191016,A_SUBMITTED,1,2011/12/03 19:21:54.416
191016,A_PARTLYSUBMITTED,1,2011/12/03 19:21:54.931
191016,A_DECLINED,1,2011/12/03 19:22:39.913
177374,A_SUBMITTED,1,2011/10/17 00:09:03.352
177374,A_PARTLYSUBMITTED,1,2011/10/17 00:09:03.541
177374,A_DECLINED,39,2011/10/17 09:27:37.392
177374,W_Afhandelenleads,39,2011/10/17 09:27:40.140
182482,A_SUBMITTED,1,2011/11/05 17:37:02.835
182482,A_PARTLYSUBMITTED,1,2011/11/05 17:37:03.297
182482,A_PREACCEPTED,1,2011/11/05 17:37:46.551
182482,W_Completerenaanvraag,12,2011/11/07 10:23:14.901
182482,W_Completerenaanvraag,12,2011/11/07 10:42:03.818
182482,W_Completerenaanvraag,32,2011/11/07 20:16:46.109
182482,W_Completerenaanvraag,32,2011/11/08 09:37:26.598
182482,W_Completerenaanvraag,32,2011/11/08 09:43:28.123
182482,W_Completerenaanvraag,32,2011/11/08 09:44:01.633
182482,W_Completerenaanvraag,32,2011/11/08 09:45:36.798
182482,W_Completerenaanvraag,32,2011/11/08 09:47:18.030
182482,A_CANCELLED,47,2011/11/08 09:47:18.037
178028,A_SUBMITTED,1,2011/10/19 00:05:29.271
178028,A_PARTLYSUBMITTED,1,2011/10/19 00:05:32.052
178028,A_DECLINED,14,2011/10/19 09:26:39.688
178028,W_Afhandelenleads,14,2011/10/19 09:26:42.219
182590,A_SUBMITTED,1,2011/11/06 14:48:44.074
182590,A_PARTLYSUBMITTED,1,2011/11/06 14:48:47.410
182590,A_PREACCEPTED,1,2011/11/06 14:49:25.051
182590,W_Completerenaanvraag,1,2011/11/07 13:11:22.430
182590,W_Completerenaanvraag,1,2011/11/07 15:05:57.443
182590,W_Completerenaanvraag,1,2011/11/07 15:48:33.642
182590,W_Completerenaanvraag,1,2011/11/07 15:56:57.707
182590,W_Completerenaanvraag,1,2011/11/07 16:04:56.209
182590,W_Completerenaanvraag,13,2011/11/07 19:05:31.007
