181348,W_Completeren aanvraag-COMPLETE,12,2011/11/01 16:07:54.625
181348,W_Nabellen offertes-COMPLETE,11,2011/11/08 20:48:35.383
181348,W_Nabellen offertes-COMPLETE,39,2011/11/11 12:01:19.143
181348,W_Valideren aanvraag-COMPLETE,13,2011/11/15 08:58:01.626
181348,W_Nabellen incomplete dossiers-COMPLETE,28,2011/11/15 10:02:30.102
181348,W_Nabellen incomplete dossiers-COMPLETE,28,2011/11/16 09:43:36.016
181348,W_Nabellen incomplete dossiers-COMPLETE,12,2011/11/17 09:52:25.505
207020,W_Afhandelen leads-COMPLETE,10,2012/02/07 09:46:33.236
207020,W_Afhandelen leads-COMPLETE,10,2012/02/07 09:53:18.850
207020,W_Afhandelen leads-COMPLETE,10,2012/02/07 09:55:28.147
207020,W_Completeren aanvraag-COMPLETE,10,2012/02/07 10:35:32.241
207020,W_Nabellen offertes-COMPLETE,10,2012/02/07 10:57:15.028
207020,W_Nabellen offertes-COMPLETE,10,2012/02/07 14:09:18.286
207020,W_Nabellen offertes-COMPLETE,10,2012/02/07 16:28:28.824
207020,W_Nabellen offertes-COMPLETE,3,2012/02/13 11:37:38.632
207020,W_Valideren aanvraag-COMPLETE,18,2012/02/15 13:50:28.463
207020,W_Valideren aanvraag-COMPLETE,18,2012/02/15 13:59:22.111
207020,W_Valideren aanvraag-COMPLETE,18,2012/02/15 14:13:29.186
207020,W_Valideren aanvraag-COMPLETE,18,2012/02/15 15:05:44.389
207020,W_Valideren aanvraag-COMPLETE,5,2012/02/15 16:10:12.074
207020,W_Valideren aanvraag-COMPLETE,18,2012/02/15 16:14:26.586
209033,W_Afhandelen leads-COMPLETE,43,2012/02/13 19:23:57.028
210707,W_Afhandelen leads-COMPLETE,10,2012/02/20 12:37:20.729
210707,W_Completeren aanvraag-COMPLETE,57,2012/02/20 15:38:44.818
188696,W_Completeren aanvraag-COMPLETE,8,2011/11/24 17:22:58.173
188696,W_Completeren aanvraag-COMPLETE,28,2011/11/25 14:49:48.844
188696,W_Completeren aanvraag-COMPLETE,1,2011/11/25 15:13:31.213
173694,W_Completeren aanvraag-COMPLETE,6,2011/10/01 11:35:59.637
173694,W_Completeren aanvraag-COMPLETE,1,2011/10/03 11:21:22.417
173694,W_Completeren aanvraag-COMPLETE,7,2011/10/03 13:32:43.313
173694,W_Completeren aanvraag-COMPLETE,7,2011/10/03 13:40:17.062
173694,W_Nabellen offertes-COMPLETE,7,2011/10/03 13:44:21.261
173694,W_Nabellen offertes-COMPLETE,1,2011/10/10 16:47:18.803
173694,W_Nabellen offertes-COMPLETE,8,2011/10/10 19:34:36.027
173694,W_Nabellen offertes-COMPLETE,6,2011/10/14 18:16:42.245
173694,W_Nabellen offertes-COMPLETE,9,2011/10/17 19:43:57.774
173694,W_Nabellen offertes-COMPLETE,1,2011/10/25 10:50:48.186
173694,W_Nabellen offertes-COMPLETE,10,2011/10/26 18:50:22.004
173694,W_Nabellen offertes-COMPLETE,11,2011/10/29 12:41:29.569
173694,W_Nabellen offertes-COMPLETE,12,2011/11/01 14:55:35.020
173694,W_Nabellen offertes-COMPLETE,8,2011/11/01 17:21:02.356
173694,W_Nabellen offertes-COMPLETE,3,2011/11/02 09:15:18.683
173694,W_Valideren aanvraag-COMPLETE,13,2011/11/04 16:05:01.532
198957,W_Completeren aanvraag-COMPLETE,11,2012/01/09 09:34:43.329
198957,W_Completeren aanvraag-COMPLETE,11,2012/01/09 11:51:08.405
198957,W_Completeren aanvraag-COMPLETE,1,2012/01/09 15:37:16.906
198957,W_Nabellen offertes-COMPLETE,1,2012/01/09 15:39:51.697
198957,W_Nabellen offertes-COMPLETE,7,2012/01/17 15:32:36.502
198957,W_Nabellen offertes-COMPLETE,7,2012/01/18 18:46:09.057
198957,W_Nabellen offertes-COMPLETE,7,2012/01/18 18:46:31.698
198957,W_Nabellen offertes-COMPLETE,8,2012/01/20 20:43:55.367
198957,W_Nabellen offertes-COMPLETE,16,2012/01/23 12:13:48.976
198957,W_Nabellen offertes-COMPLETE,21,2012/01/24 18:40:19.877
198957,W_Nabellen offertes-COMPLETE,16,2012/01/26 19:44:31.858
198957,W_Nabellen offertes-COMPLETE,2,2012/01/28 15:35:04.017
198957,W_Nabellen offertes-COMPLETE,2,2012/02/09 09:15:20.015
197446,W_Completeren aanvraag-COMPLETE,12,2012/01/03 12:36:28.423
197446,W_Nabellen offertes-COMPLETE,3,2012/01/09 11:18:11.909
197446,W_Valideren aanvraag-COMPLETE,4,2012/01/13 08:18:27.745
197446,W_Nabellen incomplete dossiers-COMPLETE,6,2012/01/13 09:08:41.825
197446,W_Nabellen incomplete dossiers-COMPLETE,36,2012/01/13 09:49:46.628
197446,W_Nabellen incomplete dossiers-COMPLETE,6,2012/01/13 09:50:57.467
197446,W_Nabellen incomplete dossiers-COMPLETE,32,2012/01/13 15:36:32.346
197446,W_Valideren aanvraag-COMPLETE,4,2012/01/13 16:57:04.191
198460,W_Completeren aanvraag-COMPLETE,29,2012/01/06 10:34:26.836
198460,W_Completeren aanvraag-COMPLETE,29,2012/01/06 10:36:05.656
198460,W_Completeren aanvraag-COMPLETE,29,2012/01/06 10:39:45.780
198460,W_Completeren aanvraag-COMPLETE,29,2012/01/06 10:41:48.664
198460,W_Completeren aanvraag-COMPLETE,48,2012/01/06 13:32:47.162
198460,W_Nabellen offertes-COMPLETE,48,2012/01/06 13:34:00.497
198460,W_Nabellen offertes-COMPLETE,24,2012/01/11 14:46:23.823
198460,W_Nabellen offertes-COMPLETE,24,2012/01/11 14:49:06.655
198460,W_Nabellen offertes-COMPLETE,24,2012/01/11 14:59:59.777
177095,W_Afhandelen leads-COMPLETE,1,2011/10/15 10:31:26.461
182650,W_Afhandelen leads-COMPLETE,6,2011/11/07 10:50:00.353
209416,W_Afhandelen leads-COMPLETE,48,2012/02/14 20:39:27.416
195214,W_Afhandelen leads-COMPLETE,7,2011/12/22 19:49:02.989
197942,W_Afhandelen leads-COMPLETE,9,2012/01/04 15:37:52.772
209847,W_Completeren aanvraag-COMPLETE,20,2012/02/15 20:18:14.320
209847,W_Completeren aanvraag-COMPLETE,20,2012/02/15 20:24:23.550
209847,W_Completeren aanvraag-COMPLETE,15,2012/02/16 10:43:01.954
190111,W_Afhandelen leads-COMPLETE,23,2011/11/30 11:50:52.841
190111,W_Completeren aanvraag-COMPLETE,2,2011/11/30 12:34:50.269
190111,W_Completeren aanvraag-COMPLETE,23,2011/11/30 12:37:57.403
190111,W_Completeren aanvraag-COMPLETE,23,2011/11/30 12:38:16.510
190111,W_Completeren aanvraag-COMPLETE,1,2011/11/30 18:10:13.411
190111,W_Completeren aanvraag-COMPLETE,29,2011/12/01 11:32:31.460
190111,W_Completeren aanvraag-COMPLETE,9,2011/12/01 18:50:11.032
190111,W_Completeren aanvraag-COMPLETE,24,2011/12/02 19:53:52.355
190111,W_Completeren aanvraag-COMPLETE,1,2011/12/03 15:14:05.823
190111,W_Completeren aanvraag-COMPLETE,10,2011/12/05 18:08:20.235
190111,W_Completeren aanvraag-COMPLETE,9,2011/12/05 19:35:26.234
190111,W_Completeren aanvraag-COMPLETE,8,2011/12/06 20:05:47.382
190111,W_Completeren aanvraag-COMPLETE,48,2011/12/30 09:16:42.094
190111,W_Completeren aanvraag-COMPLETE,48,2011/12/30 11:17:30.312
190111,W_Completeren aanvraag-COMPLETE,48,2011/12/31 09:15:13.600
194937,W_Completeren aanvraag-COMPLETE,15,2011/12/21 15:36:58.441
174770,W_Afhandelen leads-COMPLETE,28,2011/10/05 15:33:31.393
